id,category,topic,question,answer,keywords,context,related_topics
faq_003,faq,Perbedaan Wilayah,Apa perbedaan Mapag Hujan di Bandung dan Subang?,Di Bandung Mapag Hujan lebih fokus pada mitigasi banjir melalui teknologi seperti biopori trash boom dan kolam retensi dengan gerakan Maraton Bebersih Walungan dan Susukan. Di Subang tradisi Ruwat Jagat Mapag Hujan lebih menekankan pada pertunjukan seni tradisional dan penanaman pohon sebagai wujud syukur kepada alam.,"perbedaan,bandung vs subang,wilayah,karakteristik",perbandingan_wilayah,"intro_004,intro_005"
faq_004,faq,Hubungan Kimia Hijau,Bagaimana hubungan Mapag Hujan dengan kimia hijau?,Mapag Hujan menerapkan prinsip kimia hijau melalui pengelolaan sampah organik yang diubah menjadi kompos di biopori pengurangan limbah berbahaya ke sungai penggunaan bahan lokal untuk teknologi seperti trash boom dan pendekatan berkelanjutan dalam menjaga lingkungan tanpa mencemari alam.,"hubungan,kimia hijau,prinsip,penerapan",integrasi_konsep,"green_001,tech_001,value_003"
faq_005,faq,Biaya Pembuatan Biopori,Berapa biaya membuat biopori?,Biaya membuat biopori sangat terjangkau karena menggunakan bahan sederhana seperti pipa PVC (sekitar Rp 20.000-50.000 per meter) dan bor tanah yang bisa dipinjam atau dibeli sekitar Rp 100.000-300.000. Bahan isian berupa sampah organik gratis dari lingkungan sekitar. Total biaya per lubang sekitar Rp 30.000-100.000 saja.,"biaya,harga,terjangkau,ekonomis",aspek_ekonomi,"tech_001,tech_007"
faq_006,faq,Perawatan Biopori,Bagaimana merawat lubang biopori?,Perawatan biopori sangat mudah: 1) Tambahkan sampah organik secara berkala saat volume berkurang karena sudah terurai 2) Bersihkan permukaan lubang dari sampah anorganik 3) Periksa kondisi pipa PVC agar tidak pecah 4) Pastikan lubang tidak tersumbat dan air bisa meresap dengan baik. Perawatan cukup dilakukan 1-2 bulan sekali.,"perawatan,maintenance,pemeliharaan,tips",panduan_perawatan,"tech_001,tech_002"
faq_007,faq,Efektivitas Biopori,Seberapa efektif biopori mengurangi banjir?,Efektivitas biopori sangat tinggi jika diterapkan secara massal. Satu lubang biopori dapat menyerap hingga 3-6 liter air per detik tergantung jenis tanah. Jika di satu area terdapat banyak biopori maka kemampuan resapan air meningkat signifikan sehingga mengurangi genangan dan risiko banjir secara nyata.,"efektivitas,dampak,hasil,3-6 liter",evaluasi_dampak,"tech_002,math_005"
faq_008,faq,Jenis Sampah untuk Biopori,Sampah apa yang boleh dimasukkan ke biopori?,Sampah yang boleh dimasukkan ke biopori adalah sampah organik seperti daun kering sisa sayuran dan buah kulit telur serbuk kayu dan sampah dapur yang mudah terurai. Hindari sampah anorganik seperti plastik kaca logam atau bahan kimia berbahaya karena tidak bisa terurai dan dapat mencemari tanah.,"jenis sampah,sampah organik,sampah anorganik,larangan",panduan_penggunaan,"tech_001,tech_008"
discuss_001,diskusi,Masalah Musim Hujan,Masalah apa yang ditimbulkan musim hujan?,Masalah yang ditimbulkan musim hujan adalah banjir yang disebabkan oleh menumpuknya sampah di sungai selokan dan gorong-gorong sehingga aliran air tersumbat. Selain itu sampah dapat melarutkan senyawa kimia berbahaya yang mencemari lingkungan dan membahayakan kesehatan masyarakat.,"pertanyaan diskusi,masalah,identifikasi",diskusi_masalah,"flow_001,science_001"
discuss_002,diskusi,Hubungan Tradisi dan Masalah,Apa hubungan Mapag Hujan dengan masalah lingkungan?,Tradisi Mapag Hujan menjadi solusi untuk masalah lingkungan khususnya banjir dengan menggerakkan masyarakat secara gotong royong membersihkan sungai dan saluran air sebelum musim hujan. Tradisi ini meningkatkan kesadaran masyarakat tentang pentingnya menjaga kebersihan lingkungan dan mengelola sampah dengan baik.,"pertanyaan diskusi,hubungan,solusi",diskusi_solusi,"flow_002,value_001"
discuss_003,diskusi,Biopori dan Kimia Hijau,Apa hubungan biopori dengan prinsip kimia hijau?,Biopori sejalan dengan prinsip kimia hijau karena: 1) Mencegah pencemaran dengan mengubah sampah organik menjadi kompos alami 2) Menggunakan bahan aman dan ramah lingkungan 3) Efisien dalam mengelola sumber daya air dan sampah 4) Berkelanjutan dan dapat diterapkan jangka panjang tanpa merusak lingkungan.,"pertanyaan diskusi,hubungan konsep,prinsip",diskusi_prinsip,"tech_001,green_001,flow_004"
discuss_004,diskusi,Solusi Alternatif,Apa solusi lain berdasarkan kimia hijau untuk mengelola sampah?,Solusi lain berbasis kimia hijau: 1) Komposting rumah tangga untuk mengubah sampah organik menjadi pupuk 2) Pengomposan dengan metode takakura atau keranjang berlubang 3) Biogas dari sampah organik untuk energi 4) Bank sampah untuk mendaur ulang sampah anorganik 5) Ecobrick dari botol plastik dan sampah plastik 6) Mengurangi penggunaan plastik sekali pakai.,"pertanyaan diskusi,solusi alternatif,inovasi",diskusi_inovasi,"green_001,tech_001,flow_004"
discuss_005,diskusi,Makna Data Penurunan,Apa makna penurunan banjir terhadap kesadaran masyarakat?,Penurunan volume genangan 63,6% dan titik banjir 66,7% menunjukkan bahwa kesadaran dan partisipasi aktif masyarakat dalam menjaga kebersihan lingkungan sangat berpengaruh. Ini membuktikan bahwa perubahan perilaku kolektif melalui tradisi seperti Mapag Hujan dapat memberikan dampak nyata dalam mengatasi masalah lingkungan.,"pertanyaan diskusi,interpretasi,makna data",diskusi_interpretasi,"math_005,flow_007"
discuss_006,diskusi,Pelestarian Tradisi,Bisakah Mapag Hujan dilestarikan untuk masa depan?,Ya Mapag Hujan sangat penting dilestarikan karena: 1) Terbukti efektif mengurangi banjir berdasarkan data 2) Meningkatkan kesadaran lingkungan sejak dini 3) Memperkuat gotong royong dan solidaritas masyarakat 4) Memadukan kearifan lokal dengan pengetahuan modern 5) Mengajarkan nilai keberlanjutan untuk generasi mendatang. Tradisi ini harus terus didukung dan dikembangkan.,"pertanyaan diskusi,pelestarian,masa depan",diskusi_keberlanjutan,"value_005,flow_008"
problem_001,studi_kasus,Sungai Penuh Sampah,Apa yang terjadi jika sungai penuh sampah saat hujan?,Jika sungai penuh sampah saat hujan maka aliran air akan tersumbat menyebabkan permukaan air naik dan meluap ke pemukiman. Air hujan akan melarutkan senyawa kimia berbahaya dari sampah seperti logam berat dan mikroplastik yang kemudian mencemari tanah dan air tanah. Risiko banjir dan penyakit akan meningkat drastis.,"studi kasus,dampak,skenario",kasus_pencemaran,"science_001,science_002"
problem_002,studi_kasus,Tanpa Biopori,Apa yang terjadi jika tidak ada biopori?,Tanpa biopori air hujan tidak dapat meresap dengan baik ke dalam tanah sehingga terjadi genangan di permukiman. Run-off atau aliran permukaan akan meningkat membebani sistem drainase dan sungai sehingga risiko banjir meningkat. Selain itu sampah organik tidak terkelola dengan baik dan menumpuk menyebabkan pencemaran lingkungan.,"studi kasus,skenario,dampak",kasus_tanpa_solusi,"tech_002,science_013"
problem_003,studi_kasus,Implementasi Sukses,Bagaimana contoh implementasi biopori yang sukses?,Di beberapa perumahan di Bandung warga membuat biopori secara massal dengan jarak 1-3 meter. Hasilnya genangan air di area tersebut berkurang drastis dari yang sebelumnya tergenang 30-50 cm menjadi tidak tergenang sama sekali. Sampah organik juga berkurang dan kompos yang dihasilkan digunakan untuk kebun warga.,"studi kasus,sukses,best practice,hasil nyata",kasus_sukses,"tech_002,faq_007"
problem_004,studi_kasus,Kolaborasi Komunitas,Bagaimana komunitas berperan dalam Mapag Hujan?,Komunitas lingkungan seperti Ciliwung Institute dan komunitas peduli sungai aktif menggerakkan masyarakat untuk membersihkan sungai membuat biopori dan trash boom. Mereka memberikan pelatihan edukasi dan pendampingan sehingga masyarakat memiliki kapasitas untuk mengelola lingkungan sendiri secara berkelanjutan.,"studi kasus,komunitas,peran,kolaborasi",kasus_komunitas,"value_002,context_002"
problem_005,studi_kasus,Sekolah Hijau,Bagaimana sekolah menerapkan prinsip Mapag Hujan?,Beberapa sekolah di Bandung menerapkan program sekolah hijau dengan membuat biopori di halaman sekolah membentuk bank sampah dan mengintegrasikan edukasi lingkungan dalam pembelajaran. Siswa belajar langsung membuat biopori mengelola sampah organik dan memahami pentingnya menjaga lingkungan melalui praktik nyata.,"studi kasus,sekolah,pendidikan,implementasi",kasus_pendidikan,"eng_001,value_001"
reflection_001,refleksi,Pembelajaran Pribadi,Apa yang bisa saya lakukan untuk lingkungan?,Kamu bisa berkontribusi dengan: 1) Membuat biopori di rumah 2) Memilah sampah organik dan anorganik 3) Mengurangi penggunaan plastik sekali pakai 4) Ikut gotong royong membersihkan lingkungan 5) Menanam pohon 6) Mengedukasi keluarga dan teman tentang pentingnya menjaga lingkungan. Setiap tindakan kecil sangat berarti!,"refleksi,aksi pribadi,kontribusi,tindakan",refleksi_personal,"faq_002,value_005"
reflection_002,refleksi,Perubahan Perilaku,Bagaimana mengubah kebiasaan buang sampah?,Perubahan dimulai dari kesadaran akan dampak sampah terhadap lingkungan. Mulai dengan langkah kecil seperti selalu membawa tempat sampah sendiri memilah sampah di rumah dan membuang sampah pada tempatnya. Ajak keluarga dan teman untuk melakukan hal yang sama. Konsistensi adalah kunci perubahan perilaku.,"refleksi,perubahan,kebiasaan,perilaku",refleksi_perilaku,"value_001,discuss_005"
reflection_003,refleksi,Masa Depan Lingkungan,Bagaimana masa depan lingkungan kita?,Masa depan lingkungan bergantung pada tindakan kita hari ini. Jika semua pihak berkomitmen menerapkan prinsip kimia hijau melestarikan tradisi seperti Mapag Hujan dan konsisten menjaga lingkungan maka kita dapat mengurangi bencana mencegah pencemaran dan mewariskan bumi yang sehat untuk generasi mendatang.,"refleksi,masa depan,harapan,visi",refleksi_masa_depan,"value_005,discuss_006"
integration_001,integrasi_konsep,STEAM dalam Mapag Hujan,Bagaimana STEAM terintegrasi dalam Mapag Hujan?,Mapag Hujan mengintegrasikan STEAM secara utuh: Science (sains lingkungan dan kimia) Technology (biopori trash boom kolam retensi) Engineering (rekayasa sistem drainase) Art (seni tradisional dan modern) Mathematics (analisis data efektivitas program). Pendekatan holistik ini membuat pembelajaran bermakna dan kontekstual.,"integrasi,STEAM,holistik,pembelajaran",pendekatan_holistik,"flow_003,flow_004,flow_005,flow_006,flow_007"
integration_002,integrasi_konsep,Kearifan Lokal dan Modern,Bagaimana kearifan lokal bertemu dengan teknologi modern?,Mapag Hujan memadukan kearifan lokal berupa gotong royong rasa syukur pada alam dan filosofi Sunda dengan teknologi modern seperti biopori trash boom dan sistem monitoring banjir. Perpaduan ini menciptakan solusi yang efektif karena didukung oleh partisipasi masyarakat dan inovasi teknologi.,"integrasi,tradisi,teknologi,inovasi",perpaduan_nilai,"value_003,tech_001"
integration_003,integrasi_konsep,Literasi Lingkungan Holistik,Apa itu literasi lingkungan holistik?,Literasi lingkungan holistik adalah pemahaman menyeluruh tentang lingkungan yang mencakup aspek ekologi sosial ekonomi dan budaya. Mapag Hujan mengajarkan literasi ini melalui pengalaman langsung: memahami sains di balik fenomena alam menerapkan teknologi ramah lingkungan dan menghargai nilai budaya lokal.,"integrasi,literasi,holistik,komprehensif",literasi_menyeluruh,"value_001,integration_001"
challenge_001,tantangan,Hambatan Implementasi,Apa tantangan dalam menerapkan Mapag Hujan?,Tantangan yang dihadapi antara lain: 1) Kurangnya kesadaran sebagian masyarakat 2) Keterbatasan dana untuk infrastruktur 3) Perubahan iklim yang tidak terprediksi 4) Kesulitan mengubah kebiasaan buang sampah sembarangan 5) Perlu konsistensi jangka panjang. Namun dengan kolaborasi semua pihak tantangan ini bisa diatasi.,"tantangan,hambatan,kendala,solusi",identifikasi_tantangan,"value_002,faq_001"
challenge_002,tantangan,Mengatasi Resistensi,Bagaimana mengatasi resistensi masyarakat?,Mengatasi resistensi dengan: 1) Edukasi berkelanjutan tentang manfaat program 2) Menunjukkan bukti nyata keberhasilan melalui data 3) Melibatkan tokoh masyarakat sebagai role model 4) Memberikan insentif untuk partisipasi aktif 5) Membuat kegiatan yang menyenangkan dan melibatkan seluruh keluarga.,"tantangan,solusi,strategi,edukasi",strategi_mengatasi,"value_002,discuss_005"
challenge_003,tantangan,Keberlanjutan Program,Bagaimana menjaga keberlanjutan program?,Keberlanjutan dijaga melalui: 1) Institusionalisasi program dalam kebijakan daerah 2) Pembentukan kelompok masyarakat peduli lingkungan 3) Integrasi dalam kurikulum pendidikan 4) Monitoring dan evaluasi berkala 5) Dokumentasi dan diseminasi best practices 6) Regenerasi kepemimpinan dalam komunitas.,"tantangan,keberlanjutan,strategi,jangka panjang",strategi_berkelanjutan,"value_005,value_006"
innovation_001,inovasi,Teknologi Masa Depan,Apa inovasi teknologi untuk masa depan?,Inovasi yang bisa dikembangkan: 1) Sensor IoT untuk monitoring debit air sungai real-time 2) Aplikasi mobile untuk pelaporan titik sampah 3) Drone untuk pemetaan area rawan banjir 4) Sistem informasi geografis untuk perencanaan infrastruktur hijau 5) Biodigester komunal untuk mengolah sampah organik menjadi energi.,"inovasi,teknologi,masa depan,pengembangan",inovasi_teknologi,"tech_001,integration_002"
innovation_002,inovasi,Model Ekonomi Sirkular,Bagaimana ekonomi sirkular diterapkan?,Model ekonomi sirkular dalam Mapag Hujan: sampah organik menjadi kompos melalui biopori kompos digunakan untuk pertanian urban hasil panen dikonsumsi masyarakat sisa organik kembali ke biopori. Sampah anorganik dikumpulkan bank sampah didaur ulang menjadi produk baru menghasilkan nilai ekonomi untuk masyarakat.,"inovasi,ekonomi sirkular,daur ulang,keberlanjutan",model_ekonomi,"green_001,tech_001"
innovation_003,inovasi,Gamifikasi Lingkungan,Bagaimana gamifikasi meningkatkan partisipasi?,Gamifikasi dapat diterapkan dengan sistem poin untuk setiap kegiatan lingkungan: membuat biopori dapat poin mengikuti gotong royong dapat poin memilah sampah dapat poin. Poin dapat ditukar dengan hadiah atau penghargaan. Papan peringkat komunitas menciptakan kompetisi sehat yang meningkatkan motivasi partisipasi.,"inovasi,gamifikasi,motivasi,partisipasi",strategi_partisipasi,"value_002,reflection_001"
data_001,data_pendukung,Statistik Banjir Bandung 2015,Bagaimana kondisi banjir Bandung tahun 2015?,Tahun 2015 Kota Bandung mengalami kondisi banjir yang cukup parah dengan volume genangan lebih dari 99.000 m³ dan banyak titik banjir tersebar di berbagai wilayah. Kondisi ini menjadi baseline untuk mengukur keberhasilan program mitigasi banjir yang dilakukan selama periode 2015-2023.,"data,statistik,2015,baseline",data_historis,"math_001,intro_004"
data_002,data_pendukung,Statistik Banjir Bandung 2023,Bagaimana kondisi banjir Bandung tahun 2023?,Tahun 2023 kondisi banjir Bandung mengalami perbaikan signifikan dengan volume genangan menurun menjadi 36.000 m³ dan jumlah titik banjir menjadi 7 titik. Perbaikan ini menunjukkan keberhasilan kolaborasi pemerintah masyarakat dan komunitas dalam mitigasi banjir melalui berbagai program termasuk Mapag Hujan.,"data,statistik,2023,hasil",data_terkini,"math_001,math_002"
data_003,data_pendukung,Infrastruktur Hijau Bandung,Berapa infrastruktur hijau di Bandung?,Selama periode 2015-2024 Bandung membangun 13 kolam retensi sebagai infrastruktur hijau untuk menampung air hujan berlebih. Selain itu ribuan lubang biopori dibuat oleh masyarakat di berbagai wilayah dan puluhan trash boom dipasang di sungai-sungai untuk menahan sampah.,"data,infrastruktur,investasi",data_pembangunan,"tech_005,math_003"
data_004,data_pendukung,Partisipasi Masyarakat,Berapa partisipasi masyarakat dalam Mapag Hujan?,Program Mapag Hujan dan Maraton Bebersih melibatkan ribuan warga setiap tahunnya. Ratusan RT dan RW berpartisipasi aktif dalam pembersihan sungai pembuatan biopori dan pengelolaan sampah. Partisipasi tinggi ini menunjukkan kesadaran masyarakat yang meningkat terhadap isu lingkungan.,"data,partisipasi,keterlibatan",data_sosial,"context_002,value_002"
comparison_001,perbandingan,Sebelum vs Sesudah Program,Apa perubahan sebelum dan sesudah program?,Sebelum program: sungai kotor penuh sampah sering banjir kesadaran lingkungan rendah infrastruktur mitigasi minimal. Sesudah program: sungai lebih bersih volume dan titik banjir berkurang signifikan kesadaran masyarakat meningkat biopori dan kolam retensi tersebar di berbagai area. Perubahan ini terukur melalui data kuantitatif.,"perbandingan,sebelum,sesudah,dampak",analisis_perbandingan,"data_001,data_002"
comparison_002,perbandingan,Metode Tradisional vs Modern,Apa perbedaan metode tradisional dan modern?,Metode tradisional: gotong royong manual membersihkan sungai doa dan ritual syukuran penanaman pohon secara komunal. Metode modern: penggunaan teknologi biopori trash boom kolam retensi monitoring dengan IoT analisis data untuk evaluasi. Keduanya saling melengkapi dan sama-sama efektif dalam konteksnya.,"perbandingan,tradisional,modern,metode",analisis_metode,"value_003,integration_002"
expert_001,pendapat_ahli,Ahli Lingkungan,Apa kata ahli tentang Mapag Hujan?,Ahli lingkungan menyatakan bahwa Mapag Hujan merupakan model yang baik dalam mengintegrasikan kearifan lokal dengan pengetahuan ilmiah modern. Pendekatan partisipatif yang melibatkan masyarakat secara langsung terbukti lebih berkelanjutan dibandingkan program top-down yang hanya mengandalkan pemerintah.,"ahli,pendapat,expert,validasi",perspektif_ahli,"value_001,integration_002"
expert_002,pendapat_ahli,Ahli Hidrologi,Apa kata ahli hidrologi tentang biopori?,Ahli hidrologi menjelaskan bahwa biopori sangat efektif meningkatkan infiltrasi air karena menciptakan banyak pori-pori kecil di dalam tanah. Satu lubang biopori dapat meningkatkan luas permukaan resapan hingga 40 kali lipat dibandingkan lubang biasa. Jika diterapkan massal dampaknya sangat signifikan untuk mitigasi banjir.,"ahli,hidrologi,biopori,efektivitas",validasi_ilmiah,"tech_001,faq_007"
glossary_001,glosarium,Walungan,Apa arti walungan?,Walungan adalah kata dalam bahasa Sunda yang berarti sungai. Dalam konteks Mapag Hujan walungan mengacu pada sungai-sungai yang menjadi fokus pembersihan dalam gerakan Maraton Bebersih Walungan dan Susukan di Kota Bandung.,"glosarium,bahasa sunda,istilah,walungan",kamus_istilah,"intro_002,glossary_002"
glossary_002,glosarium,Susukan,Apa arti susukan?,Susukan adalah kata dalam bahasa Sunda yang berarti saluran air atau selokan. Dalam konteks Mapag Hujan susukan mengacu pada saluran-saluran air yang perlu dibersihkan untuk memastikan aliran air lancar dan mencegah banjir.,"glosarium,bahasa sunda,istilah,susukan",kamus_istilah,"intro_002,glossary_001"
glossary_003,glosarium,Ruwat Jagat,Apa arti Ruwat Jagat?,Ruwat Jagat adalah istilah dalam bahasa Jawa dan Sunda yang berarti upacara pembersihan atau penyucian alam semesta. Dalam konteks Mapag Hujan Subang Ruwat Jagat merupakan bagian dari tradisi yang mengandung makna spiritual untuk membersihkan dan menyucikan bumi sebagai wujud syukur.,"glosarium,bahasa sunda,istilah,ruwat jagat",kamus_istilah,"intro_005,glossary_001"
glossary_004,glosarium,Infiltrasi,Apa arti infiltrasi?,Infiltrasi adalah proses meresapnya air ke dalam tanah. Dalam konteks mitigasi banjir meningkatkan infiltrasi sangat penting agar air hujan tidak langsung mengalir ke permukaan tetapi terserap ke dalam tanah mengisi cadangan air tanah dan mengurangi risiko genangan.,"glosarium,istilah teknis,infiltrasi,hidrologi",kamus_istilah,"science_013,tech_001"
glossary_005,glosarium,Run-off,Apa arti run-off?,Run-off atau limpasan permukaan adalah air hujan yang mengalir di permukaan tanah karena tidak terserap. Run-off yang tinggi menyebabkan erosi dan banjir. Biopori dan penghijauan membantu mengurangi run-off dengan meningkatkan kemampuan tanah menyerap air.,"glosarium,istilah teknis,run-off,hidrologi",kamus_istilah,"science_013,glossary_004"
glossary_006,glosarium,Kompos,Apa arti kompos?,Kompos adalah hasil penguraian sampah organik menjadi pupuk alami yang kaya nutrisi. Proses pembuatan kompos disebut pengomposan atau composting. Dalam biopori sampah organik terurai secara alami menjadi kompos yang memperbaiki kualitas dan kesuburan tanah.,"glosarium,istilah teknis,kompos,pupuk organik",kamus_istilah,"tech_001,tech_002"
tips_001,tips_praktis,Tips Membuat Biopori,Apa tips sukses membuat biopori?,Tips membuat biopori: 1) Pilih lokasi yang sering tergenang atau dekat pohon 2) Buat beberapa lubang dengan jarak 1-3 meter 3) Gunakan pipa PVC berkualitas baik 4) Isi dengan sampah organik yang sudah dipotong kecil agar cepat terurai 5) Tutup dengan jaring atau penutup berlubang agar tidak masuk hewan 6) Periksa dan tambahkan sampah organik secara rutin.,"tips,panduan,praktis,cara sukses",tips_implementasi,"tech_007,faq_006"
tips_002,tips_praktis,Tips Memilah Sampah,Bagaimana memilah sampah dengan benar?,Tips memilah sampah: 1) Sediakan 3 tempat sampah berbeda (organik anorganik B3) 2) Sampah organik: sisa makanan daun sayuran buah 3) Sampah anorganik: plastik kertas logam kaca 4) Sampah B3: baterai lampu limbah elektronik 5) Cuci bersih sampah anorganik sebelum dibuang 6) Kirim sampah anorganik ke bank sampah atau pemulung.,"tips,panduan,pemilahan,pengelolaan",tips_pengelolaan,"tech_001,green_005"
tips_003,tips_praktis,Tips Mengajak Keluarga,Bagaimana mengajak keluarga peduli lingkungan?,Tips mengajak keluarga: 1) Mulai dengan memberi contoh nyata 2) Jelaskan manfaat untuk kesehatan dan masa depan anak 3) Libatkan anak dalam kegiatan menyenangkan seperti berkebun dan membuat biopori 4) Buat tantangan keluarga seperti mengurangi sampah plastik 5) Rayakan pencapaian bersama 6) Ajak ke kegiatan komunitas lingkungan.,"tips,panduan,keluarga,edukasi",tips_edukasi,"reflection_001,value_002"
resource_001,sumber_daya,Website Referensi,Di mana mencari informasi lebih lanjut?,Sumber informasi: 1) Website Dinas Lingkungan Hidup Kota Bandung 2) Ciliwung Institute 3) Biopori.com 4) Portal resmi pemerintah tentang mitigasi banjir 5) Jurnal ilmiah tentang green chemistry dan environmental science 6) Komunitas peduli sungai lokal di media sosial.,"sumber,referensi,website,informasi",sumber_informasi,"context_002,expert_001"
resource_002,sumber_daya,Komunitas Lokal,Bagaimana bergabung dengan komunitas?,Cara bergabung komunitas: 1) Cari komunitas peduli lingkungan di wilayah melalui media sosial 2) Ikuti akun resmi pemerintah daerah untuk info kegiatan 3) Datang ke RT/RW untuk info program lokal 4) Hubungi sekolah atau kampus yang memiliki program lingkungan 5) Ikuti event car free day yang sering ada booth komunitas lingkungan.,"sumber,komunitas,kontak,jaringan",jaringan_komunitas,"value_002,context_002"
milestone_001,pencapaian,Target 2030,Apa target Bandung tahun 2030?,Target Bandung 2030: 1) Zero titik banjir di area strategis 2) Setiap kelurahan memiliki minimal 1 kolam retensi 3) Setiap rumah memiliki minimal 1 lubang biopori 4) Pengurangan sampah 50% melalui program 3R 5) 100% sungai dalam kondisi bersih dan sehat 6) Partisipasi masyarakat 80% dalam program lingkungan.,"target,milestone,2030,visi",target_masa_depan,"value_005,innovation_001"
closure_001,penutup,Kesimpulan Pembelajaran,Apa kesimpulan dari pembelajaran ini?,Tradisi Mapag Hujan mengajarkan bahwa masalah lingkungan dapat diatasi melalui kolaborasi antara kearifan lokal dan pengetahuan modern. Dengan memahami aspek sains teknologi engineering seni dan matematika kita dapat merancang solusi berkelanjutan. Setiap individu memiliki peran penting dalam menjaga lingkungan untuk masa depan yang lebih baik.,"kesimpulan,ringkasan,pembelajaran,takeaway",penutup_pembelajaran,"integration_001,reflection_003"
closure_002,penutup,Ajakan Bertindak,Apa yang harus dilakukan setelah ini?,Setelah mempelajari Mapag Hujan saatnya bertindak: 1) Mulai membuat biopori di rumah 2) Ajak keluarga memilah sampah 3) Ikut kegiatan gotong royong di lingkungan 4) Bagikan pengetahuan ke teman dan keluarga 5) Kurangi penggunaan plastik sekali pakai 6) Jadi agen perubahan di lingkunganmu. Ingat setiap tindakan kecil sangat berarti!,"ajakan,call to action,tindakan,komitmen",ajakan_bertindak,"reflection_001,tips_003"